kscore	rxn.code	rxn.name	rxn.genes	rxn.formula
1.00	r_2949	PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2950	PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2951	PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2952	PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2953	PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2954	PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2955	PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2956	PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2957	PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2958	PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2959	PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2960	PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2961	PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2962	PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2963	PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2964	PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2965	PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2966	PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2967	PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2968	PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2969	PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2970	PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2971	PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2972	PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2973	PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2974	PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2975	PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2976	PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2977	PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2978	PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2979	PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-16:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-16:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2980	PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2981	PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2982	PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2983	PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2984	PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2985	PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2986	PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2987	PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2988	PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2989	PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2990	PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2991	PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2992	PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2993	PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2994	PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2995	PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-16:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-16:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_2996	PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_2997	PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_2998	PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_2999	PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_3000	PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_3001	PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_3002	PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_3003	PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:0, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:0, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_3004	PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_3005	PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_3006	PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_3007	PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-16:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-16:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_3008	PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:0) [endoplasmic reticulum membrane] 
1.00	r_3009	PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-16:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (16:1) [endoplasmic reticulum membrane] 
1.00	r_3010	PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:0, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:0) [endoplasmic reticulum membrane] 
1.00	r_3011	PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane	x(749)	diglyceride (1-18:1, 2-18:1) [endoplasmic reticulum membrane] + phosphatidylcholine (1-18:1, 2-18:1) [endoplasmic reticulum membrane]  <=> triglyceride (1-18:1, 2-18:1, 3-18:1) [endoplasmic reticulum membrane] + 1-acylglycerophosphocholine (18:1) [endoplasmic reticulum membrane] 
1.00	r_1110	ADP/ATP transporter	( x(22) | x(55) | x(676) )	ADP [cytoplasm] + ATP [mitochondrion]  <=> ADP [mitochondrion] + ATP [cytoplasm] 
